login,total_mr,accepted_mr,rejected_mr,acceptance_rate,group
BigBull-H3RO,1,1.0,0.0,100.0,Agent
gg-g-g-gggg,1,1.0,0.0,100.0,Agent
xvenkyx,1,1.0,0.0,100.0,Agent
matteozajac,4,3.0,1.0,75.0,Agent
harikayedidi,3,3.0,0.0,100.0,Agent
Dhaval0001,1,1.0,0.0,100.0,Agent
Lucasgdt,1,0.0,1.0,0.0,Agent
JoosepLukin,3,3.0,0.0,100.0,Agent
Norderud,3,3.0,0.0,100.0,Agent
drudenko648,3,3.0,0.0,100.0,Agent
kleberbaum,3,3.0,0.0,100.0,Agent
lovetwice1012,1,1.0,0.0,100.0,Agent
medvedmed,1,1.0,0.0,100.0,Agent
aliendabz,2,2.0,0.0,100.0,Agent
pspn,2,2.0,0.0,100.0,Agent
hevnsnt,1,1.0,0.0,100.0,Agent
bourinto,3,3.0,0.0,100.0,Agent
mzst-26,1,1.0,0.0,100.0,Agent
rehanmehedi,1,1.0,0.0,100.0,Agent
souvik0306,1,1.0,0.0,100.0,Agent
dobriyeeh,2,2.0,0.0,100.0,Agent
LyonMuller,2,2.0,0.0,100.0,Agent
denisvmedia,2,1.0,1.0,50.0,Agent
ilakskill,9,8.0,1.0,88.89,Agent
lueluelue2006,1,1.0,0.0,100.0,Agent
meguia,1,0.0,1.0,0.0,Agent
Igorsouza1,6,4.0,2.0,66.67,Agent
TonyGravagno,2,2.0,0.0,100.0,Agent
buscapy,8,8.0,0.0,100.0,Agent
Kasparex,1,0.0,1.0,0.0,Agent
lDeank,1,1.0,0.0,100.0,Agent
Pillenski,1,1.0,0.0,100.0,Agent
AMOHA-98,2,2.0,0.0,100.0,Agent
manucastro93,2,1.0,1.0,50.0,Agent
PushPull-Hub,8,7.0,1.0,87.5,Agent
Markandayan1518,2,2.0,0.0,100.0,Agent
ODET-hub,1,1.0,0.0,100.0,Agent
Deepakd25k,1,1.0,0.0,100.0,Agent
Lorenzomeravillia,1,1.0,0.0,100.0,Agent
Isabelladjohnson,1,1.0,0.0,100.0,Agent
vladislovely,1,1.0,0.0,100.0,Agent
hirosuke0520,5,0.0,5.0,0.0,Agent
sameers22,2,2.0,0.0,100.0,Agent
jamalleelee,2,2.0,0.0,100.0,Agent
dmeisler88,3,3.0,0.0,100.0,Agent
alibowbow,6,6.0,0.0,100.0,Agent
EmirhanSyl,4,4.0,0.0,100.0,Agent
PamelaOrmeno,1,0.0,1.0,0.0,Agent
litio2001,2,1.0,1.0,50.0,Agent
japen0617,1,0.0,1.0,0.0,Agent
cssjoe,1,1.0,0.0,100.0,Agent
piyneenee01,1,1.0,0.0,100.0,Agent
zriw,1,1.0,0.0,100.0,Agent
Rainman1980X,1,1.0,0.0,100.0,Agent
LexHarie,1,1.0,0.0,100.0,Agent
Hiromi-Suzuki325,1,1.0,0.0,100.0,Agent
kapil-vishwakarma-7,1,1.0,0.0,100.0,Agent
Gakommunication,1,1.0,0.0,100.0,Agent
viniciusad,4,4.0,0.0,100.0,Agent
fermano,4,4.0,0.0,100.0,Agent
JROdeyemi,2,2.0,0.0,100.0,Agent
FacundoSpreafico,1,0.0,1.0,0.0,Agent
ChrisMuster,7,7.0,0.0,100.0,Agent
samholder,3,3.0,0.0,100.0,Agent
ensariskin,2,2.0,0.0,100.0,Agent
ethanf,2,2.0,0.0,100.0,Agent
cmbarinaga,2,2.0,0.0,100.0,Agent
castrovroberto,4,4.0,0.0,100.0,Agent
PiotrKaptur,1,1.0,0.0,100.0,Agent
covesun,3,3.0,0.0,100.0,Agent
Athaly,1,1.0,0.0,100.0,Agent
alistergray,3,3.0,0.0,100.0,Agent
GenRubio,1,1.0,0.0,100.0,Agent
SarelBeets,1,1.0,0.0,100.0,Agent
cmarrero01,2,2.0,0.0,100.0,Agent
IbrahimMahdi97,1,1.0,0.0,100.0,Agent
Saik0s,1,1.0,0.0,100.0,Agent
KDudumov,4,3.0,1.0,75.0,Agent
bbauer04,3,3.0,0.0,100.0,Agent
jaypvebuin,1,1.0,0.0,100.0,Agent
uridiumadmin,18,16.0,2.0,88.89,Agent
MDBillingSpecialist,1,1.0,0.0,100.0,Agent
PoliTwit1984,1,1.0,0.0,100.0,Agent
mac999,5,5.0,0.0,100.0,Agent
Gigabaitius,1,1.0,0.0,100.0,Agent
hummusonrails,3,3.0,0.0,100.0,Agent
scaraven,1,0.0,1.0,0.0,Agent
KwanyoungCho,2,1.0,1.0,50.0,Agent
denis-gordeev,1,1.0,0.0,100.0,Agent
nhanwei,3,3.0,0.0,100.0,Agent
sivachintapalli,7,6.0,1.0,85.71,Agent
Brollix,4,4.0,0.0,100.0,Agent
robinbahm,1,1.0,0.0,100.0,Agent
omeryayla,1,1.0,0.0,100.0,Agent
anakinlmao,1,1.0,0.0,100.0,Agent
LewisCodesWebsites,3,3.0,0.0,100.0,Agent
j0nsmith,2,2.0,0.0,100.0,Agent
BeneGCZ,1,1.0,0.0,100.0,Agent
gitrus,1,1.0,0.0,100.0,Agent
lukebryson,3,3.0,0.0,100.0,Agent
MykhailoZhvirko,1,1.0,0.0,100.0,Agent
ConstantineGG,1,1.0,0.0,100.0,Agent
wgrh12,1,1.0,0.0,100.0,Agent
Mohammed-Shehsin,1,1.0,0.0,100.0,Agent
Yaswant46,1,1.0,0.0,100.0,Agent
layfredrc,3,3.0,0.0,100.0,Agent
ideasrealized,8,8.0,0.0,100.0,Agent
fbondia,1,1.0,0.0,100.0,Agent
echoes-and-paths,10,9.0,1.0,90.0,Agent
toncreatz,1,1.0,0.0,100.0,Agent
mui2535,1,1.0,0.0,100.0,Agent
band8266,6,6.0,0.0,100.0,Agent
djestick,6,3.0,3.0,50.0,Agent
DrZivil,6,6.0,0.0,100.0,Agent
Alekksander77,1,1.0,0.0,100.0,Agent
joncooper,3,2.0,1.0,66.67,Agent
Vikoo255,1,1.0,0.0,100.0,Agent
Clamours88,2,2.0,0.0,100.0,Agent
Kilern21,1,1.0,0.0,100.0,Agent
zaladbar,1,1.0,0.0,100.0,Agent
wowzero,2,2.0,0.0,100.0,Agent
hogaku,1,1.0,0.0,100.0,Agent
Alvaroinfantee,1,1.0,0.0,100.0,Agent
Andrkln,1,1.0,0.0,100.0,Agent
uink45,1,0.0,1.0,0.0,Agent
yuki-a4,1,1.0,0.0,100.0,Agent
vineyjohal,3,3.0,0.0,100.0,Agent
im23b-schmids3,4,4.0,0.0,100.0,Agent
LeeTaeSung0628,2,1.0,1.0,50.0,Agent
raduchis,1,0.0,1.0,0.0,Agent
ShawnKBeck,3,3.0,0.0,100.0,Agent
Destracerlock,1,1.0,0.0,100.0,Agent
YodsakornRhino,1,1.0,0.0,100.0,Agent
albertescote,1,1.0,0.0,100.0,Agent
aariste,1,0.0,1.0,0.0,Agent
Sergiy-Galenko,1,1.0,0.0,100.0,Agent
hakanpapuccu,1,1.0,0.0,100.0,Agent
sumok-max,1,1.0,0.0,100.0,Agent
Backtun,3,3.0,0.0,100.0,Agent
chanduswamy06,1,0.0,1.0,0.0,Agent
aayushga,3,2.0,1.0,66.67,Agent
yuandrk,2,2.0,0.0,100.0,Agent
raphaelDkhn,1,1.0,0.0,100.0,Agent
Codex-Bro,1,1.0,0.0,100.0,Agent
mmcmillan1999,3,0.0,3.0,0.0,Agent
pmsa2024,2,2.0,0.0,100.0,Agent
lazootkin,1,1.0,0.0,100.0,Agent
rishimj,1,1.0,0.0,100.0,Agent
ricklamers,1,1.0,0.0,100.0,Agent
hallvagi,7,7.0,0.0,100.0,Agent
MyDentor,1,1.0,0.0,100.0,Agent
Ishwarpatra,1,1.0,0.0,100.0,Agent
teiturh,1,1.0,0.0,100.0,Agent
Eyorakci16,2,0.0,2.0,0.0,Agent
haiping3,1,1.0,0.0,100.0,Agent
alexcoffman,1,1.0,0.0,100.0,Agent
Taty-B,2,2.0,0.0,100.0,Agent
sthabiso-iv,1,1.0,0.0,100.0,Agent
mixerka,2,2.0,0.0,100.0,Agent
noliv3,1,1.0,0.0,100.0,Agent
MKBMIKEB,1,1.0,0.0,100.0,Agent
bobameow,1,1.0,0.0,100.0,Agent
Shiho-chan,1,1.0,0.0,100.0,Agent
Namain20,1,1.0,0.0,100.0,Agent
RetroTrigger,4,4.0,0.0,100.0,Agent
thep2p,1,1.0,0.0,100.0,Agent
blueset,1,0.0,1.0,0.0,Agent
HamzaHassan9320,3,2.0,1.0,66.67,Agent
zachariahsharma,3,3.0,0.0,100.0,Agent
nullstyle,1,0.0,1.0,0.0,Agent
aggutierrez98,1,1.0,0.0,100.0,Agent
eugeis,2,2.0,0.0,100.0,Agent
Vince33,1,1.0,0.0,100.0,Agent
Ralvey1,1,0.0,1.0,0.0,Agent
goutham1220,1,1.0,0.0,100.0,Agent
Drkdmn,1,1.0,0.0,100.0,Agent
GiuliaPuntoni,2,2.0,0.0,100.0,Agent
yurichamblas,2,2.0,0.0,100.0,Agent
Rubaine,2,2.0,0.0,100.0,Agent
domzhu,2,2.0,0.0,100.0,Agent
unixfg,2,2.0,0.0,100.0,Agent
SpauriRosso,1,0.0,1.0,0.0,Agent
idlebear,1,1.0,0.0,100.0,Agent
mrncstt,1,1.0,0.0,100.0,Agent
nwsf1,1,1.0,0.0,100.0,Agent
MoorOverPerson,1,1.0,0.0,100.0,Agent
jakeosmith,1,1.0,0.0,100.0,Agent
Kornylo,1,1.0,0.0,100.0,Agent
dlccyes,3,2.0,1.0,66.67,Agent
takinashida,1,1.0,0.0,100.0,Agent
snw1317,1,0.0,1.0,0.0,Agent
AdrianFRamos,1,1.0,0.0,100.0,Agent
prindyn,1,1.0,0.0,100.0,Agent
nluu-shippabo,2,0.0,2.0,0.0,Agent
ehirwa,1,1.0,0.0,100.0,Agent
Strongestguy2,2,2.0,0.0,100.0,Agent
kylewhirl,4,3.0,1.0,75.0,Agent
dftorresro,1,1.0,0.0,100.0,Agent
kaiquincy,1,1.0,0.0,100.0,Agent
FladChris,1,0.0,1.0,0.0,Agent
Yogds,1,1.0,0.0,100.0,Agent
Maliki313,1,1.0,0.0,100.0,Agent
orbek,1,1.0,0.0,100.0,Agent
Umut-Can-Physics,4,4.0,0.0,100.0,Agent
onegoodthing,5,5.0,0.0,100.0,Agent
andrepaganotto,1,0.0,1.0,0.0,Agent
Ceesaxp,1,1.0,0.0,100.0,Agent
ALQASEER93,1,0.0,1.0,0.0,Agent
YogaWithParas,1,1.0,0.0,100.0,Agent
Alibek0301,1,1.0,0.0,100.0,Agent
Max874-bit,1,1.0,0.0,100.0,Agent
mountdennis,1,1.0,0.0,100.0,Agent
Salvar,2,2.0,0.0,100.0,Agent
clarng,1,1.0,0.0,100.0,Agent
gvorbeck,1,1.0,0.0,100.0,Agent
TaeBbong,2,2.0,0.0,100.0,Agent
webmasterbecks,1,1.0,0.0,100.0,Agent
LAraujoA,2,2.0,0.0,100.0,Agent
vilpessoa,2,2.0,0.0,100.0,Agent
CrisFunes,1,1.0,0.0,100.0,Agent
raykhumz,1,1.0,0.0,100.0,Agent
dmitry123,1,1.0,0.0,100.0,Agent
Onuorah-Joshua-Nwani,1,0.0,1.0,0.0,Agent
thebrianchannel,2,2.0,0.0,100.0,Agent
eliyahuri,2,2.0,0.0,100.0,Agent
kirillbobyrev,1,0.0,1.0,0.0,Agent
ianchak,1,1.0,0.0,100.0,Agent
Thomas-Faure,4,4.0,0.0,100.0,Agent
DeadFrostt,1,1.0,0.0,100.0,Agent
castrocap,1,1.0,0.0,100.0,Agent
ArtinMFar,1,1.0,0.0,100.0,Agent
mattali4103,1,0.0,1.0,0.0,Agent
ZInfinitum,1,1.0,0.0,100.0,Agent
calysteon,2,2.0,0.0,100.0,Agent
andikveris,2,2.0,0.0,100.0,Agent
alfredough07,1,0.0,1.0,0.0,Agent
daravenrk,2,2.0,0.0,100.0,Agent
thisisrayner,6,4.0,2.0,66.67,Agent
HMCo1,1,1.0,0.0,100.0,Agent
vtorovskiy,1,1.0,0.0,100.0,Agent
alacewala724,1,1.0,0.0,100.0,Agent
rawatadit,1,1.0,0.0,100.0,Agent
shhwangofficial,1,1.0,0.0,100.0,Agent
Ezel4,1,1.0,0.0,100.0,Agent
tharunnayak14,1,1.0,0.0,100.0,Agent
rhyver,1,1.0,0.0,100.0,Agent
ucirello,1,0.0,1.0,0.0,Agent
nitayg,1,1.0,0.0,100.0,Agent
EmersonOkemoto,1,0.0,1.0,0.0,Agent
louis-gratien-nws,1,1.0,0.0,100.0,Agent
objz,1,1.0,0.0,100.0,Agent
danpejobo,1,1.0,0.0,100.0,Agent
purpptastyy,2,2.0,0.0,100.0,Agent
eohjelle,1,1.0,0.0,100.0,Agent
bassfredes,1,1.0,0.0,100.0,Agent
luizguspro,1,1.0,0.0,100.0,Agent
zsoltDedesi,1,1.0,0.0,100.0,Agent
istarengwa,1,1.0,0.0,100.0,Agent
srab1980,1,1.0,0.0,100.0,Agent
MmDZ21,1,1.0,0.0,100.0,Agent
sarward3,1,1.0,0.0,100.0,Agent
jdcaicedo251,1,1.0,0.0,100.0,Agent
TampliteSK,1,1.0,0.0,100.0,Agent
masakielastic,1,1.0,0.0,100.0,Agent
worapolburaphan,1,1.0,0.0,100.0,Agent
florivz,1,1.0,0.0,100.0,Agent
Mihirsoni28,1,1.0,0.0,100.0,Agent
jackmhny,1,0.0,1.0,0.0,Agent
umitsharip,1,0.0,1.0,0.0,Agent
icalvo0130,1,0.0,1.0,0.0,Agent
luismill,1,1.0,0.0,100.0,Agent
eugene-novikov-au,1,1.0,0.0,100.0,Agent
Imesh-Madushan-Dev,1,1.0,0.0,100.0,Agent
bluke90,1,1.0,0.0,100.0,Agent
alessandroteclacapemisa,1,1.0,0.0,100.0,Agent
rodrigoporcionato,1,1.0,0.0,100.0,Agent
lradosz,1,1.0,0.0,100.0,Agent
salthareket,1,1.0,0.0,100.0,Agent
Evan-lin2005,1,1.0,0.0,100.0,Agent
Bluepeltz,1,1.0,0.0,100.0,Agent
lustefaniak,1,1.0,0.0,100.0,Agent
jomaguevco,2,1.0,1.0,50.0,Agent
varareandarius,2,1.0,1.0,50.0,Agent
srcstg,1,1.0,0.0,100.0,Agent
aayushh-patell,1,1.0,0.0,100.0,Agent
kitchenartsandletters,1,1.0,0.0,100.0,Agent
laleh02,1,1.0,0.0,100.0,Agent
doetoeri,1,1.0,0.0,100.0,Agent
kyw0112,2,1.0,1.0,50.0,Agent
wykky,2,2.0,0.0,100.0,Agent
lasseveenliese,1,1.0,0.0,100.0,Agent
toudbeau,2,2.0,0.0,100.0,Agent
asmtv1,1,1.0,0.0,100.0,Agent
MarsChaung,1,1.0,0.0,100.0,Agent
wesedano,1,1.0,0.0,100.0,Agent
Beatwrecka,1,1.0,0.0,100.0,Agent
Ward-B,1,1.0,0.0,100.0,Agent
vishalVasanthakumarPoornima,1,1.0,0.0,100.0,Agent
MIN-dustry,1,1.0,0.0,100.0,Agent
nassim747,1,1.0,0.0,100.0,Agent
renzocaffesse,1,0.0,1.0,0.0,Agent
Lucas170620,1,0.0,1.0,0.0,Agent
laynepenney,1,1.0,0.0,100.0,Agent
dansommer,1,1.0,0.0,100.0,Agent
raulGuru,1,1.0,0.0,100.0,Agent
jivtesh,1,1.0,0.0,100.0,Agent
MGao1122,1,1.0,0.0,100.0,Agent
fibboo,1,1.0,0.0,100.0,Agent
filipecabral18,1,1.0,0.0,100.0,Agent
iurii4981-lab,1,1.0,0.0,100.0,Agent
hanks92,1,1.0,0.0,100.0,Agent
rafaelamiranda,2,2.0,0.0,100.0,Agent
nnn1111n,1,1.0,0.0,100.0,Agent
MarioFfm81,1,1.0,0.0,100.0,Agent
gourabop3,59,57.0,2.0,96.61,Agent
chris13524,1,1.0,0.0,100.0,Agent
Ryan-MG,2,2.0,0.0,100.0,Agent
utariyld,11,11.0,0.0,100.0,Agent
sanjeed5,1,1.0,0.0,100.0,Agent
pekka-poukamo,33,29.0,4.0,87.88,Agent
lws803,5,4.0,1.0,80.0,Agent
himanshu3024,1,1.0,0.0,100.0,Agent
tommitt,3,3.0,0.0,100.0,Agent
ericyaukc0519,1,1.0,0.0,100.0,Agent
soujotals,1,1.0,0.0,100.0,Agent
mark-torres10,15,15.0,0.0,100.0,Agent
Idea-R,4,4.0,0.0,100.0,Agent
buragc,1,1.0,0.0,100.0,Agent
NobukiFukumoto,1,0.0,1.0,0.0,Agent
MiawMio,2,2.0,0.0,100.0,Agent
ewswlw,3,0.0,3.0,0.0,Agent
NajiNabulsi,2,2.0,0.0,100.0,Agent
Tec-Wang,1,1.0,0.0,100.0,Agent
igluuan,1,1.0,0.0,100.0,Agent
todicn,5,5.0,0.0,100.0,Agent
easiyom,1,1.0,0.0,100.0,Agent
DeveloperC286,4,4.0,0.0,100.0,Agent
taiyab1208,1,1.0,0.0,100.0,Agent
remo1705,2,2.0,0.0,100.0,Agent
leviwaynedaily,6,5.0,1.0,83.33,Agent
okwama,2,2.0,0.0,100.0,Agent
alcado94,4,4.0,0.0,100.0,Agent
dennisallen2020,1,1.0,0.0,100.0,Agent
devalparikh,4,4.0,0.0,100.0,Agent
LarsBruurmijn,2,1.0,1.0,50.0,Agent
wanshariff,2,2.0,0.0,100.0,Agent
IH01SONG,1,1.0,0.0,100.0,Agent
Falzz1010,6,6.0,0.0,100.0,Agent
ywgr,1,0.0,1.0,0.0,Agent
accesssuccessfullcode,2,2.0,0.0,100.0,Agent
TheGlitchr,1,1.0,0.0,100.0,Agent
myidkd009199,1,1.0,0.0,100.0,Agent
shubhamsahu1,3,2.0,1.0,66.67,Agent
JueHenCN,1,1.0,0.0,100.0,Agent
ankush1409,3,3.0,0.0,100.0,Agent
GaurangMhatre31,1,1.0,0.0,100.0,Agent
daibogh,1,1.0,0.0,100.0,Agent
mateuswolkmer,3,3.0,0.0,100.0,Agent
ianalloway,1,1.0,0.0,100.0,Agent
Vrushabh-vb,1,1.0,0.0,100.0,Agent
dage,2,2.0,0.0,100.0,Agent
haotrr,1,1.0,0.0,100.0,Agent
ACHOCKALINGAM123,1,1.0,0.0,100.0,Agent
zkreutzjanz,1,1.0,0.0,100.0,Agent
rebekz,1,1.0,0.0,100.0,Agent
untrustedrevenger,1,1.0,0.0,100.0,Agent
finn-maker,1,1.0,0.0,100.0,Agent
pvssynmusic,1,1.0,0.0,100.0,Agent
robintsang,1,0.0,1.0,0.0,Agent
HariboApfel,1,1.0,0.0,100.0,Agent
shubhamrai03,1,1.0,0.0,100.0,Agent
rushil-transak,1,1.0,0.0,100.0,Agent
Skyd466,1,1.0,0.0,100.0,Agent
Late-bloomer420,1,1.0,0.0,100.0,Agent
jigsawhere,1,1.0,0.0,100.0,Agent
zxma-25,2,2.0,0.0,100.0,Agent
PalmBeachPropertyBuyers,3,3.0,0.0,100.0,Agent
iHypeDog,1,1.0,0.0,100.0,Agent
neoo726,1,1.0,0.0,100.0,Agent
coliff,1,1.0,0.0,100.0,Agent
Rooman,1,1.0,0.0,100.0,Agent
delphisk,1,1.0,0.0,100.0,Agent
karurikwao,1,1.0,0.0,100.0,Agent
sunnyyang1576,1,1.0,0.0,100.0,Agent
Nicoalz,1,1.0,0.0,100.0,Agent
dolceboy103,1,1.0,0.0,100.0,Agent
luccahuguet,1,1.0,0.0,100.0,Agent
phong151104,1,1.0,0.0,100.0,Agent
tomapple001,1,1.0,0.0,100.0,Agent
culstrup,4,4.0,0.0,100.0,Agent
lsendel,20,18.0,2.0,90.0,Agent
jwilger,9,8.0,1.0,88.89,Agent
dnegreira,1,0.0,1.0,0.0,Agent
vharmain,2,2.0,0.0,100.0,Agent
patrick-yu-amzn,1,1.0,0.0,100.0,Agent
tis-abe-akira,3,3.0,0.0,100.0,Agent
Apurva007,2,1.0,1.0,50.0,Agent
johnrusch,1,1.0,0.0,100.0,Agent
steipete,13,7.0,6.0,53.85,Agent
giwarb,1,1.0,0.0,100.0,Agent
ippei-shimizu,2,2.0,0.0,100.0,Agent
fgilio,1,1.0,0.0,100.0,Agent
Wexx-er,4,4.0,0.0,100.0,Agent
ysogabe,2,2.0,0.0,100.0,Agent
jamie-albert,1,0.0,1.0,0.0,Agent
Tetsuya-Minase,1,1.0,0.0,100.0,Agent
pezexd,1,0.0,1.0,0.0,Agent
tomass-roze,1,1.0,0.0,100.0,Agent
deepaucksharma-nr,1,0.0,1.0,0.0,Agent
prabalkaushik,6,6.0,0.0,100.0,Agent
YosiKariv1,7,5.0,2.0,71.43,Agent
hakanicellioglu,240,205.0,35.0,85.42,Agent
igorworkman,116,116.0,0.0,100.0,Agent
plucmorin,38,38.0,0.0,100.0,Agent
thfrench,12,12.0,0.0,100.0,Agent
cagecorn,1439,1343.0,96.0,93.33,Agent
camilo-gutierrez,1,1.0,0.0,100.0,Agent
jake222colostate,121,116.0,5.0,95.87,Agent
Macfatty,69,66.0,3.0,95.65,Agent
cdleary,84,79.0,5.0,94.05,Agent
agendarturnos,29,29.0,0.0,100.0,Agent
aalatief1982,421,421.0,0.0,100.0,Agent
ShakassOne,234,234.0,0.0,100.0,Agent
gwaldron,2,1.0,1.0,50.0,Agent
apostolovbg,218,214.0,4.0,98.17,Agent
Tysony1982,45,45.0,0.0,100.0,Agent
Goataraz,3,3.0,0.0,100.0,Agent
shaibachar,128,128.0,0.0,100.0,Agent
Husseinuahmedc,3,2.0,1.0,66.67,Agent
Luukvdpoel,328,328.0,0.0,100.0,Agent
elh0mbr3,13,13.0,0.0,100.0,Agent
benjamincrozat,7,6.0,1.0,85.71,Agent
ramiz4,74,65.0,9.0,87.84,Agent
cdeligi,60,60.0,0.0,100.0,Agent
stevegrubb,7,1.0,6.0,14.29,Agent
krispychipz,25,25.0,0.0,100.0,Agent
furkan-ucan,37,35.0,2.0,94.59,Agent
reesey275,771,771.0,0.0,100.0,Agent
Bharath-S10,231,231.0,0.0,100.0,Agent
smrtj,38,34.0,4.0,89.47,Agent
Sahilsingh0808,1,1.0,0.0,100.0,Agent
FallenIncursio,43,36.0,7.0,83.72,Agent
FcRig,130,130.0,0.0,100.0,Agent
FernandoAurelius,11,7.0,4.0,63.64,Agent
FRANAIRBUS,1,1.0,0.0,100.0,Agent
nefiger,15,13.0,2.0,86.67,Agent
PhyesGG,78,75.0,3.0,96.15,Agent
coldinc,96,89.0,7.0,92.71,Agent
satinsiders,54,48.0,6.0,88.89,Agent
mustafaferhatimamoglu,48,48.0,0.0,100.0,Agent
neilhuang007,9,9.0,0.0,100.0,Agent
s2005,80,77.0,3.0,96.25,Agent
JakkuAzzo,37,37.0,0.0,100.0,Agent
temps,27,23.0,4.0,85.19,Agent
itumor,9,9.0,0.0,100.0,Agent
taqveemahsan,18,18.0,0.0,100.0,Agent
matifariasc,9,9.0,0.0,100.0,Agent
Thales357,5,5.0,0.0,100.0,Agent
phyten,13,11.0,2.0,84.62,Agent
DonaldEOgbame,78,78.0,0.0,100.0,Agent
JohnyGalt,1,1.0,0.0,100.0,Agent
gblackhorn,1,1.0,0.0,100.0,Agent
AxioDev,69,69.0,0.0,100.0,Agent
skywardcloud,135,135.0,0.0,100.0,Agent
EscadronRogue,94,36.0,58.0,38.3,Agent
ShaileshRawat1403,33,33.0,0.0,100.0,Agent
jozer-rami,40,37.0,3.0,92.5,Agent
myuop2024,11,11.0,0.0,100.0,Agent
xioux1,129,129.0,0.0,100.0,Agent
TonniAndreev,9,9.0,0.0,100.0,Agent
Svbudygin,4,4.0,0.0,100.0,Agent
LAKERFrank,92,85.0,7.0,92.39,Agent
StevenE98,65,62.0,3.0,95.38,Agent
cbrewitt,3,2.0,1.0,66.67,Agent
Matundu-Jules,68,66.0,2.0,97.06,Agent
zacthegeni,2,2.0,0.0,100.0,Agent
salmonumbrella,8,6.0,2.0,75.0,Agent
alentwotime,188,186.0,2.0,98.94,Agent
At-Maag,125,124.0,1.0,99.2,Agent
tobo37,105,91.0,14.0,86.67,Agent
Rayeta76,37,35.0,2.0,94.59,Agent
Andreicr1,94,77.0,17.0,81.91,Agent
RobLMartin,10,10.0,0.0,100.0,Agent
Soiya-kun,14,12.0,2.0,85.71,Agent
JMosh89,7,7.0,0.0,100.0,Agent
sloganking,76,76.0,0.0,100.0,Agent
MykhailoStratan,80,57.0,23.0,71.25,Agent
dotxdaemon,25,24.0,1.0,96.0,Agent
rjain2470,6,5.0,1.0,83.33,Agent
CharlesPMD,3,3.0,0.0,100.0,Agent
hongmaohuang,6,5.0,1.0,83.33,Agent
BalloonChamp,6,3.0,3.0,50.0,Agent
Yanan-Gao,78,78.0,0.0,100.0,Agent
b02902063,8,8.0,0.0,100.0,Agent
Phellpzcg,19,3.0,16.0,15.79,Agent
vortexsport,45,45.0,0.0,100.0,Agent
jason-riddle,7,7.0,0.0,100.0,Agent
ograciano,15,15.0,0.0,100.0,Agent
awkward-3312,62,61.0,1.0,98.39,Agent
valdirnerin,57,57.0,0.0,100.0,Agent
anxuanzi,5,5.0,0.0,100.0,Agent
1tsJeremiah,11,6.0,5.0,54.55,Agent
tphummel,32,25.0,7.0,78.13,Agent
leufrasiojunior,49,39.0,10.0,79.59,Agent
cdazaperez,23,23.0,0.0,100.0,Agent
rhysgreenslade1,2,2.0,0.0,100.0,Agent
8leak,2,2.0,0.0,100.0,Agent
yasakmt,1,1.0,0.0,100.0,Agent
Liubomyrka,24,24.0,0.0,100.0,Agent
trudumb,110,109.0,1.0,99.09,Agent
Homygo25,29,29.0,0.0,100.0,Agent
jordanpennells,31,31.0,0.0,100.0,Agent
shahwaleedcom,28,28.0,0.0,100.0,Agent
ethanbsung,12,12.0,0.0,100.0,Agent
parislettau,42,39.0,3.0,92.86,Agent
brilyuhns,2,2.0,0.0,100.0,Agent
rice-mountain,1,1.0,0.0,100.0,Agent
theboisyshow3,4,4.0,0.0,100.0,Agent
himanshuverma560,18,18.0,0.0,100.0,Agent
dnakov,2,2.0,0.0,100.0,Agent
VoxelGuy,8,8.0,0.0,100.0,Agent
NiceSoyce,5,5.0,0.0,100.0,Agent
LevelUpMarketers,111,106.0,5.0,95.5,Agent
Audi0Ech0es,1,1.0,0.0,100.0,Agent
mligtenberg,18,15.0,3.0,83.33,Agent
iideadeyeii,4,4.0,0.0,100.0,Agent
pmarkun,32,32.0,0.0,100.0,Agent
leonard185,3,1.0,2.0,33.33,Agent
alnxi,7,7.0,0.0,100.0,Agent
matthewmorrone,12,11.0,1.0,91.67,Agent
jake0lawrence,137,135.0,2.0,98.54,Agent
wryan14,51,50.0,1.0,98.04,Agent
Vheissu,14,13.0,1.0,92.86,Agent
prasannavl,2,2.0,0.0,100.0,Agent
uran124,77,77.0,0.0,100.0,Agent
ncteisen,6,5.0,1.0,83.33,Agent
skirwan,4,4.0,0.0,100.0,Agent
Spycner,2,2.0,0.0,100.0,Agent
jeffersonmonte,2,2.0,0.0,100.0,Agent
eerrtrr,4,4.0,0.0,100.0,Agent
Makamaruchan5858,3,3.0,0.0,100.0,Agent
MaHaoxuantb,2,2.0,0.0,100.0,Agent
marakasu-00,39,38.0,1.0,97.44,Agent
i-jasmin,2,1.0,1.0,50.0,Agent
ZhihaoLiu-git,1,1.0,0.0,100.0,Agent
1980king,4,4.0,0.0,100.0,Agent
lisacek,1,1.0,0.0,100.0,Agent
rodrigoBaranda,4,3.0,1.0,75.0,Agent
bryanschmidty,39,37.0,2.0,94.87,Agent
jianhuichou,13,11.0,2.0,84.62,Agent
AbrahamofLondon,15,4.0,11.0,26.67,Agent
waltersoto,2,2.0,0.0,100.0,Agent
Kvsl11,9,9.0,0.0,100.0,Agent
beetlesweet,12,11.0,1.0,91.67,Agent
italomorales,13,13.0,0.0,100.0,Agent
mi-arepa-fav,2,2.0,0.0,100.0,Agent
TrinhChung,22,22.0,0.0,100.0,Agent
neuralbloom42,1,1.0,0.0,100.0,Agent
saysaysan,3,3.0,0.0,100.0,Agent
hiroshinaka,2,2.0,0.0,100.0,Agent
